"Precursor.Id","Protein.Group","Genes","Precursor.Charge","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30"
"Frac3_PEP0235_2","SYN0077","GENE0077",3,478010,366367.2,587233.8,500115.8,567125.8,459813.7,361560.2,580009,496548.9,454823.3,344724.5,NA,435251.7,395905.2,447861.1,274824.6,410284.4,433486.3,454583.5,471960.2,292636.9,604514.8,374083.6,277006.8,354882,239449.6,299712.1,319574.1,268793.4,253143.6
"Frac3_PEP0236_2","SYN0052","GENE0052",3,4235324,3627580.8,2813635.5,3343436.7,5998684.3,4003818.6,7118754.2,5152283.7,3641679.3,5314947.4,7386743.8,2725439.9,5620247,3893920.9,2988266.1,9002431.6,12998027.2,13840936.6,10380518.2,12582480.9,10566857.7,18213473.3,16322189.6,10658204,10378598.8,16694763.3,12547429.3,9274826.9,13540186.9,13790308.1
"Frac3_PEP0237_2","SYN0128","GENE0128",3,853417.6,1619925,1633860.7,1190257.2,1446783.3,NA,NA,954482.3,NA,NA,982739.2,923402,1114450.7,831445.7,948596.2,NA,NA,NA,1926538.7,NA,NA,4094988.7,3506873.2,3391042.5,3771518.8,NA,NA,NA,1621461.4,2628670.3
"Frac3_PEP0238_2","SYN0054","GENE0054",3,17971420.2,12333478.8,9845177.3,9580502.2,10077223.1,10498812.6,12966181,9753491.4,15193274.5,8734838.5,11864820.5,15155512.1,15882017.4,19124502.4,10619138.5,11371471.1,8329692.8,9791569.8,7079149,10754844.6,10053676.5,9052469.4,8589971.7,8927729.2,6910064.5,10053494.1,10067543.8,8774558.6,7719694.1,10309885.1
"Frac3_PEP0239_2","SYN0015","GENE0015",2,297419.4,210630.7,182529.4,239175.4,184108.1,NA,NA,NA,NA,257195.6,212004.9,274073.1,210726.4,209835.2,210366.9,330767.6,NA,202194.4,NA,297491.3,241763.1,138736.2,246936.3,353442.2,340668.8,NA,NA,NA,NA,NA
"Frac3_PEP0240_2","SYN0104","GENE0104",2,225749.2,160031.9,224664.9,222558.3,197444.6,NA,218718.2,NA,NA,NA,263197,325497.8,251689.8,168766.7,194117.2,400479.9,NA,519966.1,521833.2,479079.4,422305.3,454416.9,NA,446534.6,362170.6,NA,NA,548863,NA,NA
"Frac3_PEP0241_2","SYN0109","GENE0109",3,309137.9,442881.2,334864.3,338541.6,357757.2,356224.9,313942.5,258972.6,242131,301189.8,477691,343437.5,220182.7,222785.7,308605.1,323373.6,378803.3,489062.7,263302.3,414972.9,605810.5,491760,321936.7,538774.6,348562.1,351981,NA,248174.9,780341.1,298813.2
"Frac3_PEP0242_2","SYN0128","GENE0128",3,5354135,7237966.9,9111709.7,4377813.9,6048668.3,25902710.2,34087929.9,21903953.7,30067444.2,20883808.8,6856579,5558960.6,5654979.8,6714054.1,6622956.7,5020113.1,13305889.1,10606353.8,9279255.7,12630625.6,2304944.1,2752396,3184460,1991647.1,2020268.6,6973585.7,12256099,11910572.1,8644177.2,7727118.6
"Frac3_PEP0243_2","SYN0036","GENE0036",4,854093.9,585175.7,NA,711674.5,567571.1,NA,381080.3,594501.6,NA,NA,399268.6,812958.2,NA,510224.3,NA,NA,735184.5,NA,NA,NA,644257,1203802,1243180.4,NA,752864.5,925822.4,NA,1109297.5,1697894.1,NA
"Frac3_PEP0244_2","SYN0027","GENE0027",2,357108.9,276252.1,229654.6,540247.9,306904.1,NA,NA,321424.2,NA,240169.9,232685.1,317935.8,331318.6,227116.9,317238,343104.8,379011,313320.1,NA,NA,360088.7,248386.4,401626.5,543576.2,316859.6,NA,NA,NA,NA,NA
"Frac3_PEP0245_2","SYN0126","GENE0126",2,1154121.5,1659915.1,2458630.1,1320179,1565549.1,857664.1,1363294.5,940142.8,1419011.5,1646900.6,1142345.4,1842822.8,NA,1920752.7,957905.8,650468.3,579227.8,900660.4,588687,539753.9,692589.7,675894.1,641140.2,943282.1,592312.8,713393.8,492727.1,552896.6,603916.2,623646.3
"Frac3_PEP0246_2","SYN0014","GENE0014",3,5373580.1,5365692.9,4115986.9,6339112.1,2191140.9,2363053.4,3289860,3949768.3,4707990.3,5093346.3,4569423,3226805.9,2876738.1,2229236.2,4417465.7,1880564.9,1493150.3,3119955.3,2230312.5,2260141.2,2240459.1,2054040.2,1514409.4,1630735.4,2472989.3,2450062.9,1400319.1,1585812.6,2365951.1,1678490.3
"Frac3_PEP0247_2","SYN0059","GENE0059",4,4822893.8,1769309.6,NA,3666191.1,2342265.2,3292519.6,3259035.8,3483754.5,2771208.5,2814091.9,3758571.9,1768935.2,5282359.8,NA,3279335.4,1652780,NA,1772866.2,NA,1046511.4,1742640.6,1467061.2,2770295.7,NA,1763747.7,1803910.3,2106816.5,1397016.9,1755605.7,1637502.8
"Frac3_PEP0248_2","SYN0061","GENE0061",3,1245647.2,1162997.5,1001722.9,1389600.2,574840.8,925833.4,875324.9,980285.1,1002175.2,1041019,927920.4,961858.8,803728.2,800222.4,898375.4,795046.7,1009599.6,855101.7,741484.8,800616.6,649913.5,1127408.6,877082.3,602366.3,943921.1,888767.5,1207657.1,1127885.5,602021.9,863337.9
"Frac3_PEP0249_2","SYN0006","GENE0006",4,153935.1,135143.3,142110.7,162034.1,98806.4,153895.5,148217.2,173928.1,124561,150051.4,191842.2,174743,176918.1,90612.1,135349.7,147034.8,146221.7,134551.8,107449.6,135731.8,121966.7,208454.7,140127.8,125683.9,167768.8,163595.8,147266.1,109600.6,165790.9,146353.4
"Frac3_PEP0250_2","SYN0017","GENE0017",3,483098.7,499254.4,486746.6,507203.1,449504.5,433195.2,409687.9,311097.9,336181.4,349523,308628.4,450646.7,403819,421828.5,667009.8,116562.3,146501.2,146264.4,171086.3,102417.8,172142.8,249871.5,205778.4,179899.2,108540.5,170037.1,84795,243909.1,73112.9,133862
"Frac3_PEP0251_2","SYN0063","GENE0063",3,4462962.3,4661248,NA,4459741.4,9403416.3,NA,NA,NA,NA,6482924,5051279.4,4006457.8,5615216.9,4286759.7,2623838.3,3335327.6,NA,3137965.9,4166344.2,NA,5324255.9,3266959.5,4223452.3,3020280.4,3221191.9,NA,3551056.5,NA,NA,NA
"Frac3_PEP0252_2","SYN0127","GENE0127",4,308146.1,257565.3,224833.4,287097.4,191607,277300,362203.4,NA,NA,NA,255216.8,231452.4,191273.3,252450.8,330224.4,305039.5,524258.1,421337.6,NA,378587.8,NA,292649.2,235860,257551.6,303720.8,NA,307869.1,258299.1,343186,401865.7
"Frac3_PEP0253_2","SYN0078","GENE0078",2,3198419.4,4536345.8,2388282.5,3082745.3,2442133,2852788.1,7170024.1,7096871.8,5273009.1,2824378.4,3470728.4,3177109.1,3825047.6,2213525,1955999.4,1417480.9,1218905.8,1066028.2,1816822.8,1082771.3,713310.6,1656441.6,747884.6,583604.3,1575882.7,1426740.9,2245707.9,1305468.5,1089443.1,1243113.3
"Frac3_PEP0254_2","SYN0065","GENE0065",4,984911.5,NA,947850.4,871686.3,NA,901692.4,1718719,1832718.2,1091668.9,1234335.7,1140317.8,1244328.4,NA,NA,1133953.1,1440848.6,3045647.8,2463870.3,2206997.2,2328776.6,NA,2556308.6,NA,NA,NA,989846.2,2236220.2,2736722.3,1583630.1,3245320.3
"Frac3_PEP0255_2","SYN0016","GENE0016",4,248435.2,304206.3,270642.9,285718.1,214449.1,249850.7,213336.2,180140.2,235664.9,277245.3,343130.3,230203,284861.7,261289.4,291426.6,122361.6,212014.6,121428.5,109424.9,154564.8,NA,122583,124245.2,176155.1,183715.6,153663.4,142392.5,143468.9,233961.6,171820.3
"Frac3_PEP0256_2","SYN0018","GENE0018",3,12235979.7,5957881.2,5712417.8,6066730.9,12588749.6,15776721.3,14279577.6,25686574.6,12799407,20499660.2,6817717.2,12921578.4,16375647.2,8988682.7,4283469.8,19409844.1,20741538.7,20332903.4,16436844.4,12098900.3,6273520.5,7017939.6,9552053.3,7187462.6,7831107.1,15580482.2,18628205.9,17038627.5,20315563.1,15560296.3
"Frac3_PEP0257_2","SYN0032","GENE0032",3,361007,489508.5,392664.6,627895.8,356262,859771.2,681803.1,541995.9,726127.1,1052133.1,344541.3,535810,NA,418478.9,442871,785425.7,749355.6,647492.2,668914,749174.9,391646.3,475800.5,NA,422286.6,413112,648336.5,882595.5,630855.5,819545.4,740845.8
"Frac3_PEP0258_2","SYN0045","GENE0045",4,16642021,17021565.2,14031945.5,11068527.2,15255392.2,NA,2438515.8,NA,NA,1714386.7,13012545.4,13328836.7,11520827.7,17018408.9,19154926.7,3912576.2,NA,NA,NA,NA,19149891.4,21584989.4,12420952.1,25890473.8,17630102,2454839.8,NA,NA,NA,2721121.3
"Frac3_PEP0259_2","SYN0127","GENE0127",3,149633.8,250479.2,212759.6,350089,189883.4,288498,276557.8,243600.3,290273.2,271009,312145.7,303191.2,252171.8,400002.4,183480.1,NA,229009.4,NA,279260,294603.9,165003.7,183044.8,225988.1,330871.6,204390,NA,NA,231655.2,NA,NA
"Frac3_PEP0260_2","SYN0027","GENE0027",4,445083.8,366072.7,500250.9,306181.9,387032.2,354958.5,373068.2,261004.2,401071.9,435167.2,250032.6,324400.6,493879,431794.4,533703.2,340985.5,501087.9,336578.3,313252.7,472945.2,714681.9,408990.3,398476.6,474686.8,519144.3,355222,656673.1,409696.5,371242.2,493882.4
"Frac3_PEP0261_2","SYN0107","GENE0107",2,1876949.4,3347173.2,3450924.2,3097155.9,4150625.5,2452334.3,3016593.5,2035124.8,3041498.7,2402060.8,3290353.7,3382409.2,3147967.1,3054478.4,3407507.7,2419126.4,2478887.2,2648186.7,2635866.6,3200115.5,1920497.4,2221072.8,4622445.2,2543622.3,1783074,3723493.4,2683998.4,2178556.6,NA,3066652.7
"Frac3_PEP0262_2","SYN0002","GENE0002",4,1882632.9,1704371.8,1279466.7,1654176,1218549,2283997.5,2616735.9,NA,2841253.8,2492875.9,1414999.1,1640200,1564163.7,NA,1412721.1,2318569.3,2673744.9,NA,1896235.5,3574819.7,1342103,1462366.3,1809867.2,1459664.6,1021128.4,1962604.6,3238802.8,2929099.2,NA,2337167.7
"Frac3_PEP0263_2","SYN0096","GENE0096",2,933989.5,916343.4,807234.7,1017955.4,633532.7,NA,NA,639340.1,929341.4,1282370.9,758984.3,1140703.1,942144,783569.8,1112563.2,NA,426865.6,NA,458511.7,433763.2,369524.3,488738.4,652991.4,399396.3,530909,NA,NA,NA,NA,432351.6
"Frac3_PEP0264_2","SYN0090","GENE0090",2,1827330.1,1429235.2,1508506.4,1009948.9,1776604.5,800147.8,354391.8,982675.5,NA,651785.1,1952668.5,1305306.8,2350228.2,NA,1677363.5,524510.4,410025.2,523879.2,657502.1,708876.2,1578814.6,837143.2,750925.7,815811.1,1839647.5,429232.9,296057,355261.4,472877.7,472514.8
"Frac3_PEP0265_2","SYN0125","GENE0125",4,1132455.8,1533400.1,801879.2,1517359.3,812785.9,1323651.1,1028322.5,1016991.7,1275049.9,1497862.5,1235231.4,1067801.4,845788.3,1195944.6,1499351.9,958889,1154262.9,1104596.6,1132744.1,1389998.6,1551476,1392911.6,1287436.5,1096685.3,1086123,897514.8,1165809.9,1214476.2,NA,1006651.6
"Frac3_PEP0266_2","SYN0041","GENE0041",4,1511169.1,NA,1701049.5,1334303.5,2237500.8,1001590.2,2755666.5,2113231.1,1503787.3,1059935.5,2559984.2,1822954.7,2398009.4,NA,2759593.2,6642456.4,NA,NA,5097480.8,5731751.4,NA,NA,NA,NA,4629305.6,NA,NA,8185673.1,5915085.8,7034404.4
"Frac3_PEP0267_2","SYN0073","GENE0073",4,713365.9,538854.1,503146.6,513287.6,NA,451597.1,NA,615195.3,711935.8,897896.2,657060.6,1088937.2,NA,548742,653700.6,247928.1,300834.5,336280.5,255140.8,NA,400590.9,NA,217970.7,299244.5,NA,294867.9,399342.1,224517.1,287772.5,175997.5
"Frac3_PEP0268_2","SYN0026","GENE0026",3,2871086.4,2752922.5,3946837,3223276,2894330.3,NA,NA,899337,NA,NA,2852392.6,3042134.4,2946325.1,2183488,4082995.9,NA,NA,1434054.3,1424287.8,NA,4326379.1,2977299,2328276.1,5085341.5,NA,NA,1460717,NA,2091483.3,NA
"Frac3_PEP0269_2","SYN0083","GENE0083",2,17865415.9,18469909.5,13122154.5,20025620.4,13059958.2,NA,NA,NA,10437530,NA,12033857.3,10000865.2,15680244.7,6151128.2,11280765.8,NA,19025760.6,NA,18544213.3,18522375.7,NA,15372564.6,24451380.2,23164038.5,21641235.6,NA,NA,NA,NA,18105742.8
"Frac3_PEP0270_2","SYN0095","GENE0095",2,4220680.4,2996869.4,4016790.1,3249536.2,3061423.3,3128970.2,4302996.4,4964255.3,3593470.1,3098896.4,2531310.2,2839800.3,4358514.9,4542749.8,4224761.9,2212311.6,3281385.9,2647725.4,4379561.6,3209546.6,3348881.6,2887241.7,2119032.8,2912513.5,4116094.2,NA,2821577.5,3128312.7,1934850,2767381.7
"Frac3_PEP0271_2","SYN0020","GENE0020",3,92625.2,93292.8,75095.3,103879,75684.2,72689.3,84090,84878.1,94141.5,82342,112682,82963,122548,90577.5,69749.2,62111.7,47241.3,50968.9,43736.2,41984.9,60277.6,61669.5,59761.7,72175.5,43847.3,51450.3,42664,77668.9,37670.8,79026.3
"Frac3_PEP0272_2","SYN0036","GENE0036",2,474488,423845.4,312776.9,532218.4,370735.3,500524.5,NA,NA,NA,NA,450953.1,848689.5,414109,383091.8,419697.2,NA,NA,NA,NA,NA,115092.2,188815.8,243261.4,179668.3,143101.9,NA,NA,NA,102124.3,NA
"Frac3_PEP0273_2","SYN0012","GENE0012",4,833667.8,520136.9,609624.6,523866.5,727816.1,669035.1,970872.4,NA,NA,642621.3,625507,516264.5,NA,631295.2,NA,2141826.9,NA,1474097.8,2587809.6,NA,1371481.1,1689777.3,6399745.7,NA,3297179.7,NA,2943845.4,1849382.2,NA,2068590.9
"Frac3_PEP0274_2","SYN0129","GENE0129",2,1328974.5,1572211.8,2028255.9,1857254.2,1694547.8,NA,1754544.6,NA,NA,NA,2162148.3,2569376.9,1682536.2,2020528.1,2607809.8,NA,NA,NA,2721177.6,NA,1858266.1,1826784.1,2494841.6,2955727.1,1937072.7,2120102,NA,NA,2577679.6,NA
"Frac3_PEP0275_2","SYN0061","GENE0061",2,288631.6,248923.5,NA,190802.5,166628.9,NA,173863.6,NA,192165.7,257722,297726,304799.4,264411.2,NA,208257.9,NA,119738.1,89389.7,NA,125478.8,123023.2,101831.3,80997.8,66117.3,132612.3,56006.5,88894.9,76118.7,77954.7,NA
"Frac3_PEP0276_2","SYN0031","GENE0031",2,5385068.7,3982575.1,5943139.1,4062973.8,5138707.8,5150666.6,3596920.3,3178676.3,4807564.6,2954317,5714037.5,4363667.4,3439231.2,5600130.5,NA,12021681.5,13003602.5,9295102.8,12413472.5,6322100.5,8907712.5,6045911,7655894.6,11022998.3,10154546.3,11211771.3,7452592.3,9241672.4,11933103.9,NA
"Frac3_PEP0277_2","SYN0127","GENE0127",3,1486106.6,NA,2071919.7,2669771.2,NA,NA,NA,NA,2519204.7,1743298.1,NA,1693366,1538683.7,1669822.2,863981,732723.1,634554.3,669114.1,1106784.2,1214687.9,NA,987564.8,NA,575271.5,994904.8,833736.8,NA,NA,950011.6,NA
"Frac3_PEP0278_2","SYN0017","GENE0017",2,1975629.5,2071259,1656633.8,1319786.4,1898341.8,2947463.3,2460651.6,1681175.4,1545546.2,1669767.8,2472131.5,3040509.7,1682655.1,1971757.1,1700099.4,1727652.7,1059790.1,2071129.5,2111490,2211392.7,1708556.2,1766179.1,1557525.8,1762020.2,2245810.3,1687042.9,1595290,1690508.7,1617479.5,1157195.4
"Frac3_PEP0279_2","SYN0057","GENE0057",2,6372645.5,6225514.8,6959435.8,7478304.9,7381063.5,4877440.4,NA,4187906.2,4430676.2,NA,7254001.3,13353585.2,8711360.5,8007319.9,6364916.5,4837629.6,NA,NA,NA,NA,13887230.8,6156917.3,10068951.5,6744840.9,6940863.7,6816319.5,NA,NA,NA,NA
"Frac3_PEP0280_2","SYN0111","GENE0111",3,449207.3,604477,471564.4,710519.8,664071,445489.4,560141,1194424.6,390709.8,513309.1,1085280.7,737243.3,696534.7,576905.6,380119.8,281021.4,288008.1,NA,163640.7,298927.6,143608.9,247135.9,297105.8,223129,229630.9,281488.8,188801.6,414549.3,279144.8,258345.2
"Frac3_PEP0281_2","SYN0098","GENE0098",2,3953289,3159969.4,4088540.9,3590790.2,2885119.5,5135667.5,2693279.9,4394730.6,5132524.7,3723109.1,3105913,3198716,4907888.8,2556447.5,2549032.4,4742153.4,4264996.5,4081191.4,4274374.6,4626777.8,3935870,5380058.1,8389077.5,4783928.5,3560828.2,5904753.6,4036219.9,6864863.5,3340517,4180254.3
"Frac3_PEP0282_2","SYN0030","GENE0030",3,532982.8,NA,548576.3,661164.2,495135,475965.1,818564,NA,NA,668592.1,702283.9,395953.6,NA,1081823.5,NA,NA,589864.5,509487.2,352595.1,537861.9,422008.6,479783.8,410851.3,521135.6,274939.5,479376.5,380716,574918.1,526693.9,NA
"Frac3_PEP0283_2","SYN0129","GENE0129",2,227570.5,121341.7,178122.1,130500.9,135811.1,120468.8,149437.8,160379.2,320246.3,183206.4,127549.9,152322.3,139823.8,178444.8,153071.5,83292.2,115771.4,99664.4,85565.6,69986.8,92796.4,105265.2,114966,69581.4,85830.8,115973.2,107745,100676.6,72882.1,96901.9
"Frac3_PEP0284_2","SYN0020","GENE0020",4,830175.8,736592.6,674148.6,1203434.5,712025,750319.3,828880.8,740170.7,954481.6,609096.2,778112.6,640465.6,403674.3,647171.9,981172.2,558833.6,686808.1,592938.5,359705.2,369487.5,411571.1,NA,542761.3,591518.8,538287.9,598173.8,482330.4,557860.4,496383.8,419727.2
"Frac3_PEP0285_2","SYN0128","GENE0128",3,785316.8,768613.4,633022.8,NA,807349.8,787185.2,935828,696995.8,698639.8,754853.3,532773.5,595350.2,600674.4,645614.5,499733.8,1696708.7,1563687.4,1063422.7,983448.2,1503770.2,1553748.1,1144026.6,1745122.2,1478533.3,1192012.5,1067469.3,741658.1,NA,1474752.3,760348.4
"Frac3_PEP0286_2","SYN0053","GENE0053",2,774649.6,863609.3,586752.4,946354.7,1164999.8,759603.6,1007815.2,904939.9,1258410.8,857712.7,891197,903392.1,525021.2,684117.6,1094630,1853075.5,1699131.1,2123476.1,NA,1661350,870415.2,1987599.5,2132261.7,1759210.5,1466198,1983475.5,2062471.8,2640771.8,2526412.4,1648810.5
"Frac3_PEP0287_2","SYN0080","GENE0080",3,10465845.5,9643254.1,12319995.5,12101647.4,11049473.7,NA,NA,NA,23787209.4,NA,15575657.5,7428393.1,10780482.2,7299488.2,9557492.2,NA,NA,52749209.8,64713917.9,29638601.9,36953394.4,26315403.1,24533784.3,33913405.6,23225701.1,51031053,56804867.2,NA,NA,56536647.3
"Frac3_PEP0288_2","SYN0125","GENE0125",3,1634275.5,1004602.6,1109628.4,933819.2,876607.2,1481038.7,929127.6,1126139.3,1028119.3,1101540.2,1630462,1495568.8,845491.2,1149811.9,1119925.5,1905176.4,1309729.4,2015551.1,1918849.6,1938506.8,2179993.3,1510363.2,1278658.2,1254744.5,2460466.1,2300820.3,1520242,1459100.3,2063260.8,1520319.9
"Frac3_PEP0289_2","SYN0059","GENE0059",2,540605.5,867593.6,687020.9,1049958.5,941101.5,655050.8,673502.4,751090,783790.9,624827.2,823874.7,534648.6,543206.9,488471.5,651313.1,1317840.4,846576.2,1065528.6,1291107,794482.2,853998.1,1388400.7,873414.4,583678.2,841870.8,1074813.8,1192029,909593.3,941100.8,1078477.5
"Frac3_PEP0290_2","SYN0078","GENE0078",4,334707.8,242150.9,303692.6,298069.6,238451.2,251965.3,576043.9,602240.9,NA,397636.7,283250.9,311064,225289.2,245975,NA,401530.2,480053.3,241355.2,341504.6,768323.7,233428.8,294287.4,181847.3,274093.7,220173.8,384923.6,353385,332985.7,331203,459770.1
"Frac3_PEP0291_2","SYN0022","GENE0022",2,4452239,4883692.6,4347247.7,4753534.7,7373515.8,NA,NA,2954331.7,2437406.9,2850060.6,4900310.4,4973914.1,NA,3348540.3,3772514.6,2413354,NA,3157386.9,2973393.6,2630333.4,2347827.8,4057560.9,2607915.7,2229564.3,3536566,2262974.5,1942635.9,NA,NA,2307548.7
"Frac3_PEP0292_2","SYN0117","GENE0117",2,2099451.8,2044249.2,NA,2786313.2,2780655.2,NA,NA,2824611.6,NA,NA,1138939.4,2796819.8,2641870.7,2162089.7,1695713.3,5433050.8,5477278.8,NA,NA,NA,7544505.4,4973912.6,4285672.9,4455010.4,3163908,4622101,NA,4177845.2,4057797.4,NA
"Frac3_PEP0293_2","SYN0010","GENE0010",4,252482.2,187828.9,321050.9,NA,204347.8,181281.1,239561.7,103026.4,160453.8,195983.3,211861.1,217037.7,268081.7,150074.8,214189.9,68536.6,74117.9,72113.3,54565,81659.5,113720.9,82375.6,82342.5,100846.2,90705.3,52464.8,105809.8,73915.6,52553.4,63123.2
"Frac3_PEP0294_2","SYN0034","GENE0034",4,NA,NA,NA,241855.2,NA,NA,178402.9,NA,279322,NA,NA,NA,186042.1,179430.4,159700.6,110599.7,189246.7,152792.7,NA,108770.5,154376.3,NA,135003.8,212314.7,133536.3,86346.8,NA,NA,106717.9,117071.9
"Frac3_PEP0295_2","SYN0088","GENE0088",3,51484.7,57623.3,NA,NA,NA,72020.9,NA,68490.7,NA,NA,56354.8,78588.9,NA,63975.9,57512.7,73977.9,110143.5,40857.4,67068.6,89504.2,74777.2,68162.2,81923.5,60410.7,70904.5,88095.4,74860.2,68891.8,86836.5,59725
"Frac3_PEP0296_2","SYN0083","GENE0083",3,NA,NA,978679.4,1382277.2,705074.6,NA,1158965.4,NA,1348613.7,971763.7,1315351.1,993133.9,NA,NA,1213732.4,NA,NA,372370.2,NA,NA,NA,500484.8,406154.2,NA,486943.1,388499.7,NA,457056.5,NA,333179.5
"Frac3_PEP0297_2","SYN0086","GENE0086",2,909746.1,846970.8,1128200.9,1249974.8,974944,689523.2,953729.7,949961.4,884771.4,1030627.3,1139016.2,1294859.7,817634,984564.6,NA,432892.1,398173.1,311894.9,NA,526709.5,451246.5,268389,433846,537399.6,518174.4,241528.9,307469.1,434521.7,377131.4,361585.3
"Frac3_PEP0298_2","SYN0043","GENE0043",3,6560558.9,3593438.9,4423403.5,7129776.4,6014933.9,NA,NA,NA,NA,NA,4982145.7,5414006.6,5857306.8,4079721.3,7112106.5,NA,7899567.4,NA,11482615.4,NA,8393417.3,6620782.5,5722893.8,6451725.4,9672953.7,20281024.6,5665015.9,NA,6489611.6,7742610.8
"Frac3_PEP0299_2","SYN0112","GENE0112",2,652200.1,723628.1,860013.6,437756.2,NA,689837.3,412759.7,1243205.3,661334.7,693622.1,523292.3,718584.6,500961.3,517408.6,509610.2,2889744.2,NA,2772819.7,2253597.8,2403581.7,2212462.7,2277755.2,3848001.5,2429144.5,3467049.3,1456375.1,3463614.5,2669597.8,3332889.8,2175294.8
"Frac3_PEP0300_2","SYN0036","GENE0036",2,1952264,1769271.8,2013749,2338765.1,2263083.7,2154843.6,1336381.7,2395523.8,982352.5,1848872.1,2426672.3,1525968.8,1627113.5,1753778.4,1707111.5,785639.4,538545,412347.5,NA,1049500,659618,592173.2,501590.7,466494.6,465523,711249.1,552188.7,562420.9,719146.5,699555.7
"Frac3_PEP0301_2","SYN0019","GENE0019",2,202467.9,230256.6,NA,146631.4,218697.2,544733.7,462267,607914.2,706117.4,546045.3,200506.6,324884.1,158101,283653.9,133122.4,1977218.1,2821202.6,NA,2902914.6,3708446.6,NA,1212913.4,NA,NA,955326.5,3945262.1,2989647,4252001.5,1719168.4,2263987
"Frac3_PEP0302_2","SYN0044","GENE0044",4,1126289.4,1523160.5,1271179.7,2481548.4,1597162.1,1508520.9,1603475.9,1639743.3,1519522.8,941090.7,1061178.4,1039573.2,1335844.1,1781424.5,1356898.7,1358247.1,1335673.9,1203790.9,1082892.1,827569.7,1304830.7,1071806.8,1200269,1262467.9,1099956.9,850356.5,1112701.3,1356211,977981.3,741677.4
"Frac3_PEP0303_2","SYN0068","GENE0068",4,6260349.6,3751135.8,9130025.9,5526616.6,6053304.6,4151324.4,6654249.8,3964677.4,4264202.6,3744737.9,8031757.2,6981229.2,8548928.8,4807329.5,6584214.5,1647050.6,NA,1281352.6,1351788.1,1633416.8,3842783.5,2073803,NA,2620230.2,2806885.5,1367298.2,1097717.4,NA,1087558.1,2344400.4
"Frac3_PEP0304_2","SYN0105","GENE0105",4,155178.5,161622.8,120864.1,82494.6,128947,192737.2,227586.4,155579.7,142097.4,159513.8,141996.3,136409.6,105822.8,168742.5,87242.9,1252007.9,909539.2,1194420.8,994956.5,892766.7,364916.1,860808.5,639831.3,784476,560049.9,1161942.8,1299925.4,715489.6,1001172.5,1339271.9
"Frac3_PEP0305_2","SYN0046","GENE0046",3,1729160.6,1359665.7,924105.8,1101590.9,1155896.2,1466413.3,848026.9,988549.1,1519396.4,1484396.1,1343253,1496903,2200827,1161498.8,1242905.4,257621.6,189128.3,172601,278900.8,237150.8,274303.6,343366,127440.9,217482.3,317280.7,293281.5,330293.6,283953.7,257724.6,301119.5
"Frac3_PEP0306_2","SYN0118","GENE0118",3,41232.8,34298.9,45623.1,33364.8,32114.9,28810.1,45378.3,42958.7,41574.8,28364,29274.4,24455.5,43986.3,33988.9,39755.6,38032.8,70637.6,41615.8,46659.6,44291.9,29599.8,55445.4,48159.3,33819.8,41085.2,35733.1,43391.9,36058.5,35160.1,37632.4
"Frac3_PEP0307_2","SYN0056","GENE0056",2,2835133.8,2646365.8,2151771.1,3597241.4,3167967.2,940896.5,793636,990496.5,933010.8,834396.7,2973828.7,2913284.6,3466349.3,2555441.2,1982576.3,1819435,2093996.1,NA,1618263.3,1308864.8,7699510.9,6570605.2,5296911,4938231,4857824.8,2099890.5,2230120.4,2397181,2296748.5,2487356.6
"Frac3_PEP0308_2","SYN0061","GENE0061",4,1136464,NA,NA,NA,NA,1012588.6,1310600,NA,NA,1344408,NA,1190301.4,1012402.9,1299674.2,742341.4,2386262.1,2094816.7,2921010.3,3141742,2282968.1,NA,2374739.3,NA,2224082.4,2712866.9,1476286.4,2378445.4,NA,2390112.2,NA
"Frac3_PEP0309_2","SYN0007","GENE0007",4,4107968.5,6856407.6,4903912.6,6707696,4959667.3,6422579.1,4939403.3,7538457,5354156.5,5965935.7,5901915.4,5916487.8,5366845.2,5070428.8,4756826.2,2156106.9,2178122.3,2919329.8,2299325.3,2953931.1,NA,2233169.6,2622120.6,1745591.2,2992278.1,2662391.4,2437178,3266560.4,1851562.2,3198988.4
"Frac3_PEP0310_2","SYN0122","GENE0122",2,523372.3,NA,944284.9,646120.9,751024.9,809182.1,887685,1882522.6,752448,NA,599680.7,847442.4,578431.4,NA,974791.9,NA,980926.3,1308016.5,900517.7,934935.1,900210.9,1096880.7,1193083.7,1404976.9,1019484.4,995619.4,880355.4,1366913.2,1204532.4,1064319.3
"Frac3_PEP0311_2","SYN0042","GENE0042",3,1298320.4,860235.3,1108410.2,1034782.4,1314628.4,1018250.5,1179226.8,1058550.2,1236807.2,1396709.9,1237974.6,1680931,1694627.3,1465655.3,1068106.8,969856.5,1201066.1,1121453.7,NA,1474252.9,973341.6,864083.5,592598.4,1557893.2,708018.5,994066.9,1204503.2,978559.4,948425.1,1008237
"Frac3_PEP0312_2","SYN0093","GENE0093",2,488266.1,537426.2,423952.6,402392.7,213856.9,449419.4,344216.2,342858.5,574384.6,420671.4,251271.5,309873.8,328871.7,387729.1,508872.4,587451.4,436956.6,459501.2,545458.7,446035.1,423626.3,465516.4,350793.3,366161.4,448906.2,310517.6,715773.1,771620.8,419585.4,624579.5
